cluster,form,data
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,нефти,"нефть,NOUN,Inan,Gen,Fem,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Казнешти,"Казнешти,PROPN,Inan,Gen,Masc,Sing"
cluster_67,несёт,"нести,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,бенефиций,"бенефиция,NOUN,Inan,Gen,Fem,Plur"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,кузине,"кузина,NOUN,Anim,Dat,Fem,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,княжне,"княжна,NOUN,Anim,Loc,Fem,Sing"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Нео,"Нео,PROPN,Anim,Nom,Masc,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,нефти,"нефть,NOUN,Inan,Gen,Fem,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Эбнер,"Эбнер,PROPN,Anim,Gen,Fem,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,мне,"я,PRON,Dat,Sing,1"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Нерву,"Нерву,PROPN,Anim,Acc,Masc,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Шанес,"Шанес,PROPN,Anim,Gen,Fem,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Инес,"Инес,PROPN,Inan,Nom,Masc,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,небо,"небо,NOUN,Inan,Acc,Neut,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,мне,"я,PRON,Dat,Sing,1"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Тенеш,"Тенеш,PROPN,Inan,Nom,Masc,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Неру,"Неру,PROPN,Anim,Gen,Masc,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,мокшане,"мокшанин,NOUN,Anim,Nom,Masc,Plur"
cluster_67,Не,"не,PART,Neg"
cluster_67,небу,"небо,NOUN,Inan,Dat,Neut,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,невинную,"невинный,ADJ,Acc,Pos,Fem,Sing"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,Не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_67,не,"не,PART,Neg"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,тремя,"три,NUM,Inan,Ins,Card"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,тремя,"три,NUM,Inan,Ins,Card"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,вовремя,"вовремя,ADV,Pos"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,Время,"время,NOUN,Inan,Nom,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_68,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_69,огородили,"огородить,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,Городка,"городок,NOUN,Inan,Gen,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городу,"город,NOUN,Inan,Acc,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,Город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городка,"городок,NOUN,Inan,Gen,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,Город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,благородство,"благородство,NOUN,Inan,Nom,Neut,Sing"
cluster_69,городищенцев,"городищенец,NOUN,Anim,Gen,Masc,Plur"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,Город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городка,"городок,NOUN,Inan,Gen,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городке,"городок,NOUN,Inan,Loc,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городу,"город,NOUN,Inan,Acc,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,пригород,"пригород,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городище,"городище,NOUN,Inan,Nom,Neut,Sing"
cluster_69,Город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,Город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,облагородили,"облагородить,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,город,"город,NOUN,Inan,Nom,Masc,Sing"
cluster_69,городу,"город,NOUN,Inan,Acc,Masc,Sing"
cluster_70,Дорн,"Дорн,PROPN,Inan,Acc,Masc,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,дочь,"дочь,NOUN,Anim,Nom,Fem,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,Доля,"доля,NOUN,Inan,Nom,Fem,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,доля,"доля,NOUN,Inan,Nom,Fem,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,дозы,"доза,NOUN,Inan,Gen,Fem,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,Андорры,"Андорра,PROPN,Inan,Gen,Fem,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,анекдоты,"анекдот,NOUN,Inan,Acc,Masc,Plur"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,Ордой,"орда,NOUN,Inan,Ins,Fem,Sing"
cluster_70,Тудор,"Тудор,PROPN,Anim,Nom,Masc,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,дзёдо,"дзедо,NOUN,Inan,Gen,Neut,Sing"
cluster_70,долл.,"доллар,NOUN,Inan,Gen,Masc,Plur"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,дзюдо,"дзюдо,NOUN,Inan,Dat,Neut,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,долю,"доля,NOUN,Inan,Acc,Fem,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,Эдо,"Эдо,PROPN,Inan,Gen,Masc,Sing"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,До,"до,ADP,None"
cluster_70,до,"до,ADP,None"
cluster_70,доску,"доска,NOUN,Inan,Acc,Fem,Sing"
cluster_70,до,"до,ADP,None"
