cluster,form,data
cluster_6,(,"(,PUNCT,None"
cluster_1999,18,"18,NUM,Gen,Card"
cluster_6,--,"--,PUNCT,None"
cluster_51,республики,"республика,NOUN,Inan,Gen,Fem,Sing"
cluster_6,),"),PUNCT,None"
cluster_89,против,"против,ADP,None"
cluster_2213,28,"28,ADJ,Dat,Pos,Neut,Sing"
cluster_6,(,"(,PUNCT,None"
cluster_141,16,"16,NUM,Gen,Card"
cluster_6,--,"--,PUNCT,None"
cluster_51,республики,"республика,NOUN,Inan,Gen,Fem,Sing"
cluster_6,),"),PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_165,2011,"2011,ADJ,Gen,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_6,...,"...,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_2842,1866,"1866,ADJ,Inan,Acc,Pos,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_4143,чувашской,"чувашский,ADJ,Loc,Pos,Fem,Sing"
cluster_-1,общине,"община,NOUN,Inan,Loc,Fem,Sing"
cluster_3702,насчитывалось,"насчитываться,VERB,Imp,Neut,Ind,Sing,Past,Fin,Mid"
cluster_-1,501,"501,NUM,Anim,Nom,Masc,Sing,Card"
cluster_1592,чел.,"человек,NOUN,Anim,Gen,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_958,русской,"русский,ADJ,Gen,Pos,Fem,Sing"
cluster_6,--,"--,PUNCT,None"
cluster_-1,662,"662,NUM,Anim,Nom,Masc,Card"
cluster_6,(,"(,PUNCT,None"
cluster_425,среди,"среди,ADP,None"
cluster_840,них,"они,PRON,Acc,Plur,3"
cluster_1460,много,"много,NUM,Inan,Acc,Card"
cluster_-1,старообрядцев,"старообрядец,NOUN,Anim,Gen,Masc,Plur"
cluster_6,),"),PUNCT,None"
cluster_6,.,".,PUNCT,None"
cluster_469,Входит,"входить,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_6,в,"в,ADP,None"
cluster_121,состав,"состав,NOUN,Inan,Acc,Masc,Sing"
cluster_-1,Богдановского,"богдановский,ADJ,Gen,Pos,Neut,Sing"
cluster_406,сельского,"сельский,ADJ,Gen,Pos,Neut,Sing"
cluster_407,поселения,"поселение,NOUN,Inan,Gen,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_-1,Нововеличковская,"нововеличковский,ADJ,Nom,Pos,Fem,Sing"
cluster_6,--,"--,PUNCT,None"
cluster_2691,станица,"станица,NOUN,Inan,Nom,Fem,Sing"
cluster_6,в,"в,ADP,None"
cluster_-1,Динском,"динский,ADJ,Loc,Pos,Masc,Sing"
cluster_1538,районе,"район,NOUN,Inan,Loc,Masc,Sing"
cluster_4144,Краснодарского,"краснодарский,ADJ,Gen,Pos,Masc,Sing"
cluster_44,края,"край,NOUN,Inan,Gen,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_4145,болотистой,"болотистый,ADJ,Dat,Pos,Fem,Sing"
cluster_4146,юго-западной,"юго-западный,ADJ,Loc,Pos,Fem,Sing"
cluster_153,части,"часть,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,староства,"староство,NOUN,Inan,Gen,Neut,Sing"
cluster_1855,находятся,"находиться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
cluster_-1,болота,"болото,NOUN,Inan,Nom,Neut,Plur"
cluster_6,:,":,PUNCT,None"
cluster_-1,Моркишкю,"Моркишкю,PROPN,Inan,Nom,Neut,Sing"
cluster_6,",",",,PUNCT,None"
cluster_-1,Шилишкю,"Шилишкю,PROPN,Inan,Nom,Neut,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,Паэжерио,"Паэжерио,PROPN,Inan,Nom,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_4147,Ширина,"ширина,NOUN,Inan,Nom,Fem,Sing"
cluster_3504,долины,"долина,NOUN,Inan,Gen,Fem,Sing"
cluster_6,в,"в,ADP,None"
cluster_4148,нижнем,"нижний,ADJ,Loc,Pos,Neut,Sing"
cluster_4149,течении,"течение,NOUN,Inan,Loc,Neut,Sing"
cluster_6,"1,5","1,5,NUM,Nom,Card"
cluster_155,км,"км,NOUN,Inan,Loc,Masc,Plur"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_4150,верхнем,"верхний,ADJ,Loc,Pos,Neut,Sing"
cluster_6,"0,5","0,5,NUM,Nom,Card"
cluster_6,--,"--,PUNCT,None"
cluster_6,"1,5","1,5,NUM,Nom,Card"
cluster_155,км,"км,NOUN,Inan,Loc,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_4151,Лучи,"луч,NOUN,Inan,Nom,Masc,Plur"
cluster_244,выполнены,"выполнить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_245,из,"из,ADP,None"
cluster_-1,серебра,"серебро,NOUN,Inan,Gen,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_-1,Императрица,"императрица,NOUN,Anim,Nom,Fem,Sing"
cluster_-1,Елизавета,"Елизавета,PROPN,Anim,Nom,Fem,Sing"
cluster_-1,приказала,"приказать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
cluster_26,не,"не,PART,Neg"
cluster_599,только,"только,PART,None"
cluster_4152,встретить,"встретить,VERB,Perf,Inf,Act"
cluster_181,его,"его,DET,None"
cluster_-1,ласково,"ласково,ADV,Pos"
cluster_6,и,"и,CCONJ,None"
cluster_-1,заботиться,"заботиться,VERB,Imp,Inf,Mid"
cluster_6,о,"о,ADP,None"
cluster_181,его,"его,DET,None"
cluster_-1,здоровьи,"здоровье,NOUN,Inan,Loc,Neut,Sing"
cluster_6,",",",,PUNCT,None"
cluster_56,но,"но,CCONJ,None"
cluster_6,",",",,PUNCT,None"
cluster_234,как,"как,ADV,None"
cluster_4153,говорят,"говорить,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
cluster_6,",",",,PUNCT,None"
cluster_4154,сказала,"сказать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
cluster_95,при,"при,ADP,None"
cluster_1720,этом,"этот,DET,Loc,Masc,Sing"
cluster_6,:,":,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_303,что,"что,SCONJ,None"
cluster_2823,ей,"она,PRON,Dat,Fem,Sing,3"
cluster_-1,жаль,"жаль,VERB,None"
cluster_1015,так,"так,SCONJ,None"
cluster_-1,жестоко,"жестоко,ADV,Pos"
cluster_-1,поступать,"поступать,VERB,Imp,Inf,Act"
cluster_6,с,"с,ADP,None"
cluster_2926,столь,"столь,ADV,Pos"
cluster_-1,знаменитым,"знаменитый,ADJ,Ins,Pos,Masc,Sing"
cluster_-1,старцем,"старец,NOUN,Anim,Ins,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_56,но,"но,CCONJ,None"
cluster_300,того,"то,PRON,Inan,Gen,Neut,Sing"
cluster_3251,требует,"требовать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_1048,справедливость,"справедливость,NOUN,Inan,Nom,Fem,Sing"
cluster_6,``,"``,PUNCT,None"
cluster_6,.,".,PUNCT,None"
cluster_-1,Наблюдатели,"наблюдатель,NOUN,Anim,Nom,Masc,Plur"
cluster_6,",",",,PUNCT,None"
cluster_4155,находящиеся,"находиться,VERB,Anim,Imp,Acc,Plur,Pres,Part,Act"
cluster_6,в,"в,ADP,None"
cluster_623,различных,"различный,ADJ,Gen,Pos,Plur"
cluster_-1,инерциальных,"инерциальный,ADJ,Loc,Pos,Plur"
cluster_3260,системах,"система,NOUN,Inan,Loc,Fem,Plur"
cluster_2079,отсчёта,"отсчет,NOUN,Inan,Gen,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_56,но,"но,CCONJ,None"
cluster_6,``,"``,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_1330,одной,"один,NUM,Inan,Dat,Fem,Sing,Card"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_-1,пространственной,"пространственный,ADJ,Loc,Pos,Fem,Sing"
cluster_-1,точке,"точка,NOUN,Inan,Loc,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_3622,всегда,"всегда,ADV,Pos"
cluster_2539,могут,"мочь,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
cluster_-1,сравнить,"сравнить,VERB,Perf,Inf,Act"
cluster_-1,текущие,"текущий,ADJ,Inan,Acc,Pos,Plur"
cluster_-1,показания,"показание,NOUN,Inan,Acc,Neut,Plur"
cluster_3019,своих,"свой,DET,Loc,Plur"
cluster_4156,часов,"час,NOUN,Inan,Gen,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_3071,Выйти,"выйти,VERB,Perf,Inf,Act"
cluster_4157,замуж,"замуж,ADV,Pos"
cluster_769,можно,"можно,VERB,None"
cluster_196,было,"быть,AUX,Imp,Neut,Ind,Sing,Past,Fin"
cluster_1934,лишь,"лишь,PART,None"
cluster_1635,раз,"раз,NOUN,Inan,Gen,Masc,Plur"
cluster_6,в,"в,ADP,None"
cluster_907,жизни,"жизнь,NOUN,Inan,Loc,Fem,Sing"
cluster_233,для,"для,ADP,None"
cluster_335,женщины,"женщина,NOUN,Anim,Nom,Fem,Plur"
cluster_6,",",",,PUNCT,None"
cluster_1109,однако,"однако,CCONJ,None"
cluster_70,на,"на,ADP,None"
cluster_1574,мужчин,"мужчина,NOUN,Anim,Gen,Masc,Plur"
cluster_-1,данное,"данный,ADJ,Nom,Pos,Neut,Sing"
cluster_2956,правило,"правило,NOUN,Inan,Nom,Neut,Sing"
cluster_26,не,"не,PART,Neg"
cluster_4158,распространялось,"распространяться,VERB,Imp,Neut,Ind,Sing,Past,Fin,Mid"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_-1,1095,"1095,ADJ,Loc,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_4159,появилась,"появиться,VERB,Perf,Fem,Ind,Sing,Past,Fin,Mid"
cluster_-1,личная,"личный,ADJ,Nom,Pos,Fem,Sing"
cluster_-1,дружина,"дружина,NOUN,Inan,Nom,Fem,Sing"
cluster_-1,отрёкшегося,"отречься,VERB,Anim,Perf,Gen,Masc,Sing,Past,Part,Act"
cluster_1776,императора,"император,NOUN,Anim,Gen,Masc,Sing"
cluster_6,(,"(,PUNCT,None"
cluster_-1,хокумэн,"Хокумэн,X,Yes"
cluster_6,-,"-,PUNCT,None"
cluster_56,но,"но,CCONJ,None"
cluster_-1,буси,"буси,X,Yes"
cluster_6,),"),PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_1891,неё,"она,PRON,Acc,Fem,Sing,3"
cluster_-1,входили,"входить,VERB,Imp,Ind,Plur,Past,Fin,Act"
cluster_4160,воины,"воин,NOUN,Anim,Nom,Masc,Plur"
cluster_245,из,"из,ADP,None"
cluster_3416,провинций,"провинция,NOUN,Inan,Gen,Fem,Plur"
cluster_6,.,".,PUNCT,None"
cluster_-1,Господский,"господский,ADJ,Nom,Pos,Masc,Sing"
cluster_778,дом,"дом,NOUN,Inan,Acc,Masc,Sing"
cluster_-1,сохранился,"сохраниться,VERB,Perf,Masc,Ind,Sing,Past,Fin,Mid"
cluster_6,в,"в,ADP,None"
cluster_-1,искажённом,"искаженный,ADJ,Loc,Pos,Masc,Sing"
cluster_597,виде,"вид,NOUN,Inan,Loc,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_121,Состав,"состав,NOUN,Inan,Nom,Masc,Sing"
cluster_4161,атмосферы,"атмосфера,NOUN,Inan,Gen,Fem,Sing"
cluster_3012,Земли,"земля,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,отличается,"отличаться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
cluster_52,от,"от,ADP,None"
cluster_3482,прочих,"прочий,ADJ,Gen,Pos,Plur"
cluster_-1,планет,"планета,NOUN,Inan,Gen,Fem,Plur"
cluster_4162,Солнечной,"солнечный,ADJ,Gen,Pos,Fem,Sing"
cluster_708,системы,"система,NOUN,Inan,Gen,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_2644,потому,"потому,ADV,Pos"
cluster_303,что,"что,SCONJ,None"
cluster_1614,различные,"различный,ADJ,Nom,Pos,Plur"
cluster_4163,процессы,"процесс,NOUN,Inan,Acc,Masc,Plur"
cluster_6,",",",,PUNCT,None"
cluster_-1,сопровождающие,"сопровождать,VERB,Inan,Imp,Nom,Plur,Pres,Part,Act"
cluster_-1,находящуюся,"находиться,VERB,Inan,Imp,Acc,Fem,Sing,Pres,Part,Act"
cluster_70,на,"на,ADP,None"
cluster_4028,планете,"планета,NOUN,Inan,Loc,Fem,Sing"
cluster_828,жизнь,"жизнь,NOUN,Inan,Acc,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_1657,создали,"создать,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_2728,условия,"условие,NOUN,Inan,Acc,Neut,Plur"
cluster_233,для,"для,ADP,None"
cluster_4164,появления,"появление,NOUN,Inan,Gen,Neut,Sing"
cluster_-1,молекулярного,"молекулярный,ADJ,Gen,Pos,Masc,Sing"
cluster_4165,кислорода,"кислород,NOUN,Inan,Gen,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_2926,столь,"столь,ADV,Pos"
cluster_4166,важного,"важный,ADJ,Gen,Pos,Masc,Sing"
cluster_233,для,"для,ADP,None"
cluster_432,всего,"всё,PRON,Inan,Gen,Neut,Sing"
cluster_3965,живого,"живой,ADJ,Gen,Pos,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_303,что,"что,SCONJ,None"
cluster_-1,населяет,"населять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_4167,Землю,"земля,NOUN,Inan,Acc,Fem,Sing"
cluster_6,.,".,PUNCT,None"
cluster_2522,Звёзды,"звезда,NOUN,Inan,Nom,Fem,Plur"
cluster_324,также,"также,PART,None"
cluster_2539,могут,"мочь,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
cluster_1220,быть,"быть,AUX,Imp,Inf"
cluster_1298,покрыты,"покрыть,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_-1,планетами,"планета,NOUN,Inan,Ins,Fem,Plur"
cluster_6,и,"и,CCONJ,None"
cluster_605,их,"их,DET,None"
cluster_-1,спутниками,"спутник,NOUN,Inan,Ins,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_529,2009,"2009,ADJ,Gen,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_119,был,"быть,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_3684,автором,"автор,NOUN,Anim,Ins,Masc,Sing"
cluster_4168,сценария,"сценарий,NOUN,Inan,Gen,Masc,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,режиссером,"режиссер,NOUN,Anim,Ins,Masc,Sing"
cluster_-1,юбилейного,"юбилейный,ADJ,Gen,Pos,Masc,Sing"
cluster_-1,театрализованного,"театрализованный,ADJ,Gen,Pos,Masc,Sing"
cluster_-1,вечера,"вечер,NOUN,Inan,Gen,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_1176,честь,"честь,NOUN,Inan,Acc,Fem,Sing"
cluster_-1,70-летия,"70-летие,NOUN,Inan,Gen,Neut,Sing"
cluster_4169,Елены,"Елена,PROPN,Anim,Gen,Fem,Sing"
cluster_-1,Образцовой,"Образцова,PROPN,Anim,Gen,Fem,Sing"
cluster_6,(,"(,PUNCT,None"
cluster_642,Большой,"большой,ADJ,Nom,Pos,Masc,Sing"
cluster_687,театр,"театр,NOUN,Inan,Nom,Masc,Sing"
cluster_6,),"),PUNCT,None"
cluster_6,.,".,PUNCT,None"
cluster_1088,Она,"она,PRON,Nom,Fem,Sing,3"
cluster_4170,дебютировала,"дебютировать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
cluster_6,в,"в,ADP,None"
cluster_3097,1994,"1994,ADJ,Inan,Acc,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_-1,дневной,"дневной,ADJ,Loc,Pos,Fem,Sing"
cluster_-1,мыльной,"мыльный,ADJ,Loc,Pos,Fem,Sing"
cluster_4171,опере,"опера,NOUN,Inan,Loc,Fem,Sing"
cluster_6,``,"``,PUNCT,None"
cluster_2740,Молодые,"молодой,ADJ,Nom,Pos,Plur"
cluster_6,и,"и,CCONJ,None"
cluster_4172,дерзкие,"дерзкий,ADJ,Inan,Acc,Pos,Plur"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_1454,1861,"1861,ADJ,Gen,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_-1,провинция,"провинция,NOUN,Inan,Nom,Fem,Sing"
cluster_-1,Нагпур,"Нагпур,PROPN,Inan,Nom,Masc,Sing"
cluster_84,была,"быть,AUX,Imp,Fem,Ind,Sing,Past,Fin"
cluster_-1,объединена,"объединить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
cluster_6,с,"с,ADP,None"
cluster_4173,Территориями,"территория,NOUN,Inan,Ins,Fem,Plur"
cluster_-1,Саугор,"Саугор,PROPN,Inan,Nom,Masc,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,Нербудда,"Нербудда,PROPN,Inan,Nom,Fem,Sing"
cluster_245,из,"из,ADP,None"
cluster_-1,Северо-западных,"Северо-западный,ADJ,Gen,Pos,Plur"
cluster_3416,провинций,"провинция,NOUN,Inan,Gen,Fem,Plur"
cluster_6,в,"в,ADP,None"
cluster_537,Центральные,"центральный,ADJ,Inan,Acc,Pos,Plur"
cluster_398,провинции,"провинция,NOUN,Inan,Loc,Fem,Sing"
cluster_6,.,".,PUNCT,None"
cluster_6,С,"с,ADP,None"
cluster_3605,1974,"1974,ADJ,Loc,Pos,Masc,Sing"
cluster_225,по,"по,ADP,None"
cluster_1208,1981,"1981,ADJ,Nom,Pos,Masc,Sing"
cluster_878,годы,"год,NOUN,Inan,Acc,Masc,Plur"
cluster_6,в,"в,ADP,None"
cluster_4174,ПУ,"пу,NOUN,Inan,Nom,Fem,Sing"
cluster_6,-,"-,PUNCT,None"
cluster_3152,72,"72,NUM,None"
cluster_-1,расширили,"расширить,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_-1,сварочную,"сварочный,ADJ,Acc,Pos,Fem,Sing"
cluster_-1,мастерскую,"мастерская,NOUN,Inan,Acc,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_-1,забили,"забить,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_-1,сваи,"свая,NOUN,Inan,Acc,Fem,Plur"
cluster_811,под,"под,ADP,None"
cluster_1281,бассейн,"бассейн,NOUN,Inan,Nom,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_-1,Сходящиеся,"сходиться,VERB,Inan,Imp,Nom,Plur,Pres,Part,Act"
cluster_6,к,"к,ADP,None"
cluster_-1,перевалам,"перевал,NOUN,Inan,Dat,Masc,Plur"
cluster_2500,маршруты,"маршрут,NOUN,Inan,Nom,Masc,Plur"
cluster_70,на,"на,ADP,None"
cluster_342,территории,"территория,NOUN,Inan,Dat,Fem,Sing"
cluster_192,Франции,"Франция,PROPN,Inan,Loc,Fem,Sing"
cluster_6,:,":,PUNCT,None"
cluster_4175,Значительные,"значительный,ADJ,Nom,Pos,Plur"
cluster_6,и,"и,CCONJ,None"
cluster_-1,постоянные,"постоянный,ADJ,Nom,Pos,Plur"
cluster_-1,миграции,"миграция,NOUN,Inan,Nom,Fem,Plur"
cluster_2152,больших,"большой,ADJ,Gen,Pos,Plur"
cluster_4176,масс,"масса,NOUN,Inan,Gen,Fem,Plur"
cluster_433,населения,"население,NOUN,Inan,Gen,Neut,Sing"
cluster_26,не,"не,PART,Neg"
cluster_827,могли,"мочь,VERB,Imp,Ind,Plur,Past,Fin,Act"
cluster_26,не,"не,PART,Neg"
cluster_-1,повлиять,"повлиять,VERB,Perf,Inf,Act"
cluster_70,на,"на,ADP,None"
cluster_4177,обитателей,"обитатель,NOUN,Anim,Gen,Masc,Plur"
cluster_1669,городов,"город,NOUN,Inan,Gen,Masc,Plur"
cluster_1852,вдоль,"вдоль,ADP,None"
cluster_97,этого,"этот,DET,Gen,Masc,Sing"
cluster_4178,маршрута,"маршрут,NOUN,Inan,Gen,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_324,Также,"также,CCONJ,None"
cluster_-1,желательно,"желательный,ADJ,Nom,Pos,Neut,Sing"
cluster_1842,подключение,"подключение,NOUN,Inan,Nom,Neut,Sing"
cluster_4179,внешней,"внешний,ADJ,Gen,Pos,Fem,Sing"
cluster_-1,антенны,"антенна,NOUN,Inan,Gen,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,заземления,"заземление,NOUN,Inan,Gen,Neut,Sing"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_301,связи,"связь,NOUN,Inan,Gen,Fem,Sing"
cluster_6,с,"с,ADP,None"
cluster_605,их,"их,DET,None"
cluster_-1,невысокой,"невысокий,ADJ,Ins,Pos,Fem,Sing"
cluster_4180,чувствительностью,"чувствительность,NOUN,Inan,Ins,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_-1,ограниченной,"ограничить,VERB,Inan,Perf,Ins,Fem,Sing,Past,Part,Pass"
cluster_-1,усилением,"усиление,NOUN,Inan,Ins,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_1330,одной,"один,NUM,Inan,Dat,Fem,Sing,Card"
cluster_-1,рапануйской,"рапануйский,ADJ,Loc,Pos,Fem,Sing"
cluster_4181,легенде,"легенда,NOUN,Inan,Dat,Fem,Sing"
cluster_1356,даже,"даже,PART,None"
cluster_4182,рассказывается,"рассказываться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
cluster_6,о,"о,ADP,None"
cluster_2092,двух,"два,NUM,Inan,Loc,Masc,Card"
cluster_-1,героях,"герой,NOUN,Anim,Loc,Masc,Plur"
cluster_-1,Кахароау,"Кахароау,PROPN,Anim,Nom,Masc,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,Какониау,"Какониау,PROPN,Anim,Nom,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_519,которые,"который,PRON,Anim,Nom,Plur"
cluster_63,до,"до,ADP,None"
cluster_300,того,"то,PRON,Inan,Gen,Neut,Sing"
cluster_-1,постыдились,"постыдиться,VERB,Perf,Ind,Plur,Past,Fin,Mid"
cluster_64,своей,"свой,DET,Ins,Fem,Sing"
cluster_4183,кожи,"кожа,NOUN,Inan,Gen,Fem,Sing"
cluster_1794,бронзового,"бронзовый,ADJ,Gen,Pos,Masc,Sing"
cluster_1300,цвета,"цвет,NOUN,Inan,Gen,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_303,что,"что,SCONJ,None"
cluster_1356,даже,"даже,PART,None"
cluster_26,не,"не,PART,Neg"
cluster_-1,решились,"решиться,VERB,Perf,Ind,Plur,Past,Fin,Mid"
cluster_-1,прийти,"прийти,VERB,Perf,Inf,Act"
cluster_70,на,"на,ADP,None"
cluster_-1,празднества,"празднество,NOUN,Inan,Acc,Neut,Plur"
cluster_6,.,".,PUNCT,None"
cluster_4184,Наряду,"наряду,ADV,Pos"
cluster_6,с,"с,ADP,None"
cluster_-1,космологическим,"космологический,ADJ,Ins,Pos,Neut,Sing"
cluster_4185,красным,"красный,ADJ,Ins,Pos,Masc,Sing"
cluster_-1,смещением,"смещение,NOUN,Inan,Ins,Neut,Sing"
cluster_6,",",",,PUNCT,None"
cluster_-1,реликтовое,"реликтовый,ADJ,Nom,Pos,Neut,Sing"
cluster_-1,излучение,"излучение,NOUN,Inan,Nom,Neut,Sing"
cluster_-1,рассматривается,"рассматриваться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
cluster_234,как,"как,ADV,None"
cluster_2783,одно,"один,DET,Inan,Nom,Neut,Sing"
cluster_245,из,"из,ADP,None"
cluster_742,главных,"главный,ADJ,Gen,Pos,Plur"
cluster_-1,подтверждений,"подтверждение,NOUN,Inan,Gen,Neut,Plur"
cluster_1318,теории,"теория,NOUN,Inan,Loc,Fem,Sing"
cluster_4186,Большого,"большой,ADJ,Gen,Pos,Masc,Sing"
cluster_1063,взрыва,"взрыв,NOUN,Inan,Gen,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_-1,Предположим,"предположить,VERB,Perf,Ind,Plur,1,Fut,Fin,Act"
cluster_6,",",",,PUNCT,None"
cluster_303,что,"что,SCONJ,None"
cluster_-1,слабым,"слабый,ADJ,Ins,Pos,Masc,Sing"
cluster_-1,импульсом,"импульс,NOUN,Inan,Ins,Masc,Sing"
cluster_1126,света,"свет,NOUN,Inan,Gen,Masc,Sing"
cluster_3263,удалось,"удаться,VERB,Perf,Neut,Ind,Sing,Past,Fin,Mid"
cluster_-1,возбудить,"возбудить,VERB,Perf,Inf,Act"
cluster_599,только,"только,PART,None"
cluster_29,один,"один,NUM,Anim,Nom,Masc,Sing,Card"
cluster_-1,атом,"атом,NOUN,Inan,Acc,Masc,Sing"
cluster_245,из,"из,ADP,None"
cluster_3700,основного,"основной,ADJ,Gen,Pos,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_-1,ридберговское,"ридберговский,ADJ,Acc,Pos,Neut,Sing"
cluster_1893,состояние,"состояние,NOUN,Inan,Acc,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_777,Позднее,"позднее,ADV,Cmp"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_6,``,"``,PUNCT,None"
cluster_2634,Веке,"век,NOUN,Inan,Loc,Masc,Sing"
cluster_4187,Людовика,"Людовик,PROPN,Anim,Gen,Masc,Sing"
cluster_4188,XIV,"XIV,ADJ,Gen,Pos,Masc,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_2118,эти,"этот,DET,Inan,Acc,Plur"
cluster_4189,обвинения,"обвинение,NOUN,Inan,Acc,Neut,Plur"
cluster_18,он,"он,PRON,Nom,Masc,Sing,3"
cluster_-1,повторил,"повторить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_6,и,"и,CCONJ,None"
cluster_6,в,"в,ADP,None"
cluster_-1,адрес,"адрес,NOUN,Inan,Acc,Masc,Sing"
cluster_6,``,"``,PUNCT,None"
cluster_787,старых,"старый,ADJ,Gen,Pos,Plur"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_-1,романов,"роман,NOUN,Inan,Gen,Masc,Plur"
cluster_6,",",",,PUNCT,None"
cluster_843,XVII,"XVII,ADJ,Loc,Pos,Masc,Sing"
cluster_522,века,"век,NOUN,Inan,Gen,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_4190,Оливия,"Оливия,PROPN,Anim,Nom,Fem,Sing"
cluster_-1,Руиз,"Руиз,PROPN,Anim,Nom,Fem,Sing"
cluster_6,(,"(,PUNCT,None"
cluster_2259,настоящее,"настоящий,ADJ,Acc,Pos,Neut,Sing"
cluster_1238,имя,"имя,NOUN,Inan,Acc,Neut,Sing"
